Number of Temperature Reductions,Current Temperature,C,gamma,epsilon,Metric,Best Metric
0,150.0,777860,1e-06,1e-18,2.277839426893801,2.277839426893801
0,150.0,777860,1e-06,1e-13,2.2731878152499725,2.2731878152499725
0,150.0,525521,1e-06,1e-13,1.129477659680425,1.129477659680425
0,150.0,525521,1e-06,1e-10,1.1232828438652733,1.1232828438652733
0,150.0,525521,1e-06,1e-11,1.12587287504919,1.1232828438652733
0,150.0,525521,1e-10,1e-11,190.78060679590635,1.1232828438652733
0,150.0,850600,1e-06,1e-11,2.5282681377466294,1.1232828438652733
0,150.0,850600,1e-06,1e-16,1.3823099568037756,1.1232828438652733
0,150.0,850600,0.0001,1e-16,1471.6499402352333,1.1232828438652733
0,150.0,850600,1e-13,1e-16,202.20861504187965,1.1232828438652733
0,150.0,850600,1e-06,1e-20,1.3821757221032847,1.1232828438652733
0,150.0,618015,1e-06,1e-20,1.3647881700568727,1.1232828438652733
0,150.0,618015,1e-07,1e-20,9.56329527715594,1.1232828438652733
0,150.0,822146,1e-07,1e-20,14.116951164900977,1.1232828438652733
0,150.0,738742,1e-07,1e-20,7.1155369854394825,1.1232828438652733
0,150.0,960952,1e-07,1e-20,15.58618258622564,1.1232828438652733
0,150.0,960952,1e-07,1e-17,15.58618258622564,1.1232828438652733
0,150.0,698940,1e-07,1e-17,12.764378878784168,1.1232828438652733
0,150.0,925808,1e-07,1e-17,14.873482019957487,1.1232828438652733
0,150.0,925808,1e-07,1e-13,14.995985227746706,1.1232828438652733
0,150.0,925808,1e-20,1e-13,202.22742042759234,1.1232828438652733
0,150.0,925808,1e-07,1e-09,15.060608482471702,1.1232828438652733
0,150.0,925808,0.001,1e-09,1256.0595315052879,1.1232828438652733
0,150.0,925808,1e-08,1e-09,6.260697709990337,1.1232828438652733
0,150.0,925808,1e-06,1e-09,2.6588931430533074,1.1232828438652733
0,150.0,870084,1e-06,1e-09,2.657806740704306,1.1232828438652733
0,150.0,870084,1e-18,1e-09,202.22742018868857,1.1232828438652733
0,150.0,870084,1e-18,1e-11,202.22742017443454,1.1232828438652733
0,150.0,100000,1e-18,1e-11,202.22742039931444,1.1232828438652733
0,150.0,100000,1e-20,1e-11,202.22742042734595,1.1232828438652733
0,150.0,100000,1e-20,1e-11,202.22742042734595,1.1232828438652733
0,150.0,100000,0.01,1e-11,172.35224938201344,1.1232828438652733
0,150.0,100000,0.01,1e-05,172.20874272843454,1.1232828438652733
0,150.0,215570,0.01,1e-05,172.20874272843454,1.1232828438652733
0,150.0,215570,1e-20,1e-05,202.22756440719897,1.1232828438652733
0,150.0,215570,1e-20,0.0001,202.22886023544595,1.1232828438652733
0,150.0,215570,1e-20,0.0001,202.22886023544595,1.1232828438652733
0,150.0,215570,1e-20,1e-09,202.22742044168064,1.1232828438652733
0,150.0,215570,1e-20,0.0001,202.22742044168064,1.1232828438652733
0,150.0,215570,1e-20,1e-05,202.22742044168064,1.1232828438652733
0,150.0,215570,1e-20,1e-09,202.22742044168064,1.1232828438652733
0,150.0,215570,0.01,1e-09,172.20257202546063,1.1232828438652733
0,150.0,215570,1e-17,1e-09,202.22741995349034,1.1232828438652733
0,150.0,215570,1e-17,1e-11,202.22741993923634,1.1232828438652733
0,150.0,215570,1e-20,1e-11,202.22742042742667,1.1232828438652733
0,150.0,215570,0.01,1e-11,172.35224938201344,1.1232828438652733
0,150.0,215570,0.01,1e-17,172.36187856328746,1.1232828438652733
0,150.0,774206,0.01,1e-17,172.36187856328746,1.1232828438652733
0,150.0,442851,0.01,1e-17,172.36187856328746,1.1232828438652733
0,150.0,156447,0.01,1e-17,172.36187856328746,1.1232828438652733
0,150.0,156447,0.01,1e-13,172.35534144928457,1.1232828438652733
0,150.0,901444,0.01,1e-13,172.35534144928457,1.1232828438652733
0,150.0,901444,0.01,1e-15,172.3139703932298,1.1232828438652733
0,150.0,901444,0.01,1e-08,172.30492297684228,1.1232828438652733
0,150.0,901444,0.01,1e-12,172.14672664123157,1.1232828438652733
0,150.0,1000000,0.01,1e-12,172.14672664123157,1.1232828438652733
0,150.0,1000000,0.01,1e-18,172.3422523503735,1.1232828438652733
0,150.0,1000000,0.001,1e-18,1270.657820022857,1.1232828438652733
0,150.0,805356,0.01,1e-18,172.3422523503735,1.1232828438652733
0,150.0,805356,0.01,1e-11,172.35224938201344,1.1232828438652733
0,150.0,1000000,0.01,1e-11,172.35224938201344,1.1232828438652733
0,150.0,911927,0.01,1e-11,172.35224938201344,1.1232828438652733
0,150.0,911927,1e-05,1e-11,5.970864550416816,1.1232828438652733
0,150.0,911927,1e-07,1e-11,8.232995582885295,1.1232828438652733
0,150.0,911927,1e-07,1e-05,8.294830431561355,1.1232828438652733
0,150.0,1000000,1e-07,1e-05,14.385331793903763,1.1232828438652733
0,150.0,1000000,0.01,1e-05,172.20874272843454,1.1232828438652733
0,150.0,1000000,1e-09,1e-05,86.72910718313875,1.1232828438652733
0,150.0,1000000,0.01,1e-05,86.72910718313875,1.1232828438652733
0,150.0,1000000,1e-09,1e-10,86.72910718313875,1.1232828438652733
0,150.0,100000,1e-09,1e-10,179.66103894821526,1.1232828438652733
0,150.0,410334,1e-09,1e-10,128.2223838770679,1.1232828438652733
0,150.0,700689,1e-09,1e-10,104.43618093118407,1.1232828438652733
0,150.0,700689,1e-09,1e-16,104.43618093111795,1.1232828438652733
0,150.0,525043,1e-09,1e-16,117.20290296049154,1.1232828438652733
0,150.0,525043,1e-09,1e-20,117.20290296049154,1.1232828438652733
0,150.0,525043,1e-05,1e-20,37.72578913608271,1.1232828438652733
0,150.0,525043,0.001,1e-20,849.9373456316753,1.1232828438652733
0,150.0,525043,1e-05,1e-17,37.72578913608271,1.1232828438652733
0,150.0,586099,1e-05,1e-17,36.68697045137302,1.1232828438652733
0,150.0,243276,1e-05,1e-17,31.992555302917246,1.1232828438652733
0,150.0,344271,1e-05,1e-17,33.54826866059176,1.1232828438652733
0,150.0,671693,1e-05,1e-17,24.912752015315075,1.1232828438652733
0,150.0,671693,1e-19,1e-17,202.22742047105027,1.1232828438652733
0,150.0,462938,1e-05,1e-17,34.401972301840736,1.1232828438652733
0,150.0,877955,1e-05,1e-17,3.7874499274321414,1.1232828438652733
0,150.0,100000,1e-05,1e-17,17.695860376563065,1.1232828438652733
0,150.0,100000,1e-05,1e-16,17.680402322991792,1.1232828438652733
0,150.0,100000,1e-19,1e-16,202.227420432465,1.1232828438652733
0,150.0,836603,1e-05,1e-16,5.283794210446478,1.1232828438652733
0,150.0,773479,1e-05,1e-16,10.053377731039278,1.1232828438652733
0,150.0,773479,1e-11,1e-16,200.52106609147205,1.1232828438652733
0,150.0,773479,1e-05,1e-20,10.9759205407824,1.1232828438652733
0,150.0,934619,1e-05,1e-20,5.805597068301989,1.1232828438652733
0,150.0,934619,1e-12,1e-20,202.02084071963597,1.1232828438652733
0,150.0,934619,1e-05,1e-14,5.434723374375233,1.1232828438652733
0,150.0,934619,1e-11,1e-14,200.16651613077283,1.1232828438652733
0,150.0,934619,1e-11,1e-16,200.16651613077266,1.1232828438652733
0,150.0,934619,1e-13,1e-16,202.20675755815597,1.1232828438652733
0,150.0,934619,1e-13,1e-17,202.20675755815597,1.1232828438652733
1,112.5,100000,1e-13,1e-17,202.2252095449976,1.1232828438652733
1,112.5,100000,1e-13,1e-14,202.22520954499777,1.1232828438652733
1,112.5,840191,1e-13,1e-14,202.20884515608816,1.1232828438652733
1,112.5,840191,1e-19,1e-14,202.22742047118513,1.1232828438652733
1,112.5,840191,1e-19,1e-20,202.22742047118498,1.1232828438652733
1,112.5,840191,1e-13,1e-20,202.20884515608805,1.1232828438652733
1,112.5,840191,1e-10,1e-20,184.09105868738382,1.1232828438652733
1,112.5,1000000,1e-10,1e-20,180.7408816241843,1.1232828438652733
1,112.5,1000000,1e-13,1e-20,202.2053121594091,1.1232828438652733
1,112.5,651004,1e-10,1e-20,188.0981974080882,1.1232828438652733
1,112.5,651004,1e-10,1e-17,188.0981974080882,1.1232828438652733
1,112.5,651004,1e-10,1e-19,188.0981974080882,1.1232828438652733
1,112.5,785604,1e-10,1e-19,185.24268417657998,1.1232828438652733
1,112.5,805844,1e-10,1e-19,184.8152469223204,1.1232828438652733
1,112.5,840097,1e-10,1e-19,184.09303861555378,1.1232828438652733
1,112.5,840097,1e-05,1e-19,5.708952814234787,1.1232828438652733
1,112.5,840097,1e-18,1e-19,202.22742016394443,1.1232828438652733
1,112.5,840097,1e-18,1e-20,202.22742016394443,1.1232828438652733
1,112.5,840097,1e-18,1e-16,202.2274201639444,1.1232828438652733
1,112.5,840097,1e-15,1e-16,202.22723469352613,1.1232828438652733
1,112.5,840097,1e-17,1e-16,202.2274185414866,1.1232828438652733
1,112.5,840097,1e-14,1e-16,202.22556308248227,1.1232828438652733
1,112.5,601597,1e-14,1e-16,202.2260903592441,1.1232828438652733
1,112.5,601597,1e-14,1e-12,202.22609035925848,1.1232828438652733
1,112.5,785415,1e-14,1e-12,202.22568396534842,1.1232828438652733
1,112.5,785415,1e-14,1e-14,202.2256839653342,1.1232828438652733
1,112.5,785415,1e-15,1e-14,202.22724679185788,1.1232828438652733
1,112.5,785415,1e-15,1e-20,202.22724679185774,1.1232828438652733
1,112.5,664367,1e-15,1e-20,202.22727355098158,1.1232828438652733
1,112.5,684339,1e-15,1e-20,202.22726912457622,1.1232828438652733
1,112.5,684339,1e-15,1e-17,202.22726912457622,1.1232828438652733
1,112.5,684339,1e-13,1e-17,202.21229072958073,1.1232828438652733
1,112.5,684339,1e-13,1e-20,202.21229072958073,1.1232828438652733
1,112.5,684339,1e-20,1e-20,202.2274204273563,1.1232828438652733
1,112.5,684339,1e-20,1e-20,202.2274204273563,1.1232828438652733
1,112.5,684339,1e-20,1e-14,202.22742042735635,1.1232828438652733
1,112.5,684339,1e-20,1e-07,202.22742186715448,1.1232828438652733
1,112.5,444772,1e-20,1e-07,202.22742186718364,1.1232828438652733
1,112.5,444772,1e-20,1e-14,202.2274204273855,1.1232828438652733
1,112.5,444772,0.01,1e-14,172.20247585891377,1.1232828438652733
1,112.5,187415,0.01,1e-14,172.20247585891377,1.1232828438652733
1,112.5,187415,0.01,1e-20,172.3422523503735,1.1232828438652733
1,112.5,187415,1e-09,1e-20,161.77887070370522,1.1232828438652733
1,112.5,187415,1e-09,0.01,161.8545015741294,1.1232828438652733
1,112.5,225967,1e-09,0.01,155.52496661389577,1.1232828438652733
1,112.5,225967,1e-16,0.01,202.33630181249342,1.1232828438652733
1,112.5,115090,1e-16,0.01,202.33630428264996,1.1232828438652733
1,112.5,115090,1e-20,0.01,202.33630684890946,1.1232828438652733
1,112.5,843483,1e-20,0.01,202.33630684926922,1.1232828438652733
1,112.5,617760,1e-20,0.01,202.33630684903446,1.1232828438652733
1,112.5,742130,1e-20,0.01,202.33630684903446,1.1232828438652733
1,112.5,742130,1e-18,0.01,202.33630671601347,1.1232828438652733
1,112.5,100000,1e-18,0.01,202.3363068201732,1.1232828438652733
