Number of Temperature Reductions,Current Temperature,C,gamma,epsilon,Metric,Best Metric
2,84.375,128491,1e-07,1e-14,4.057707609522383,0.5722591399188941
2,84.375,128491,1e-07,1e-20,4.057713714190396,0.5722591399188941
2,84.375,128491,1e-06,1e-20,2.069927205331831,0.5722591399188941
2,84.375,128491,1e-06,0.01,1.873617163426319,0.5722591399188941
2,84.375,128491,1e-06,1e-08,2.0622826480503003,0.5722591399188941
2,84.375,128491,1e-10,1e-08,199.3969004442604,0.5722591399188941
2,84.375,128491,1e-06,1e-10,2.061338597184611,0.5722591399188941
2,84.375,128491,1e-06,1e-17,2.069927205331831,0.5722591399188941
2,84.375,408130,1e-06,1e-17,1.3761765485840727,0.5722591399188941
2,84.375,113964,1e-06,1e-17,2.063596419874608,0.5722591399188941
2,84.375,113964,1e-07,1e-17,4.171813934528946,0.5722591399188941
2,84.375,113964,1e-11,1e-17,201.97553927453012,0.5722591399188941
2,84.375,113964,1e-06,1e-17,201.97553927453012,0.5722591399188941
2,84.375,450106,1e-07,1e-17,6.998547003612012,0.5722591399188941
2,84.375,450106,1e-07,1e-20,6.998547003612012,0.5722591399188941
2,84.375,517485,1e-07,1e-20,8.018432414219776,0.5722591399188941
2,84.375,450106,1e-08,1e-20,14.664162247895996,0.5722591399188941
2,84.375,450106,0.001,1e-20,647.989885437217,0.5722591399188941
2,84.375,450106,1e-08,0.01,14.481844295667624,0.5722591399188941
2,84.375,450106,1e-10,0.01,192.4321348899928,0.5722591399188941
2,84.375,558121,1e-10,0.01,190.09353161963668,0.5722591399188941
2,84.375,558121,1e-10,1e-15,190.08184264618558,0.5722591399188941
2,84.375,518823,1e-10,1e-15,190.92433877557013,0.5722591399188941
2,84.375,526479,1e-10,1e-15,190.7600537004056,0.5722591399188941
2,84.375,604114,1e-10,1e-15,189.0982561693093,0.5722591399188941
2,84.375,747638,1e-10,1e-15,186.04584226936728,0.5722591399188941
2,84.375,747638,0.001,1e-15,1139.2548433618017,0.5722591399188941
2,84.375,856176,1e-10,1e-15,183.75452419782488,0.5722591399188941
2,84.375,856176,1e-11,1e-15,200.33907079095118,0.5722591399188941
2,84.375,856176,1e-06,1e-15,2.5472567041364496,0.5722591399188941
2,84.375,856176,1e-06,1e-13,2.5484355843149378,0.5722591399188941
2,84.375,792745,1e-06,1e-13,2.3323505907901154,0.5722591399188941
2,84.375,1000000,1e-06,1e-13,3.149168389708824,0.5722591399188941
2,84.375,1000000,1e-19,1e-13,202.22742052556984,0.5722591399188941
2,84.375,1000000,1e-10,1e-13,180.7408816241857,0.5722591399188941
2,84.375,1000000,1e-08,1e-13,3.678667025627425,0.5722591399188941
2,84.375,1000000,1e-05,1e-13,4.994626628098403,0.5722591399188941
2,84.375,1000000,1e-19,1e-13,4.994626628098403,0.5722591399188941
2,84.375,1000000,0.0001,1e-13,1462.8294667391046,0.5722591399188941
2,84.375,968300,1e-05,1e-13,6.1747761572886235,0.5722591399188941
2,84.375,968300,1e-05,1e-07,6.1548137034245665,0.5722591399188941
2,84.375,799057,1e-05,1e-07,9.793426552584162,0.5722591399188941
2,84.375,799057,1e-17,1e-07,202.22742011632621,0.5722591399188941
2,84.375,864511,1e-05,1e-07,3.978460878785877,0.5722591399188941
2,84.375,582594,1e-05,1e-07,37.044191510184284,0.5722591399188941
2,84.375,582594,1e-08,1e-07,11.894873777185586,0.5722591399188941
2,84.375,582594,1e-12,1e-07,202.0986378033256,0.5722591399188941
2,84.375,582594,1e-06,1e-07,1.3739953802132776,0.5722591399188941
2,84.375,582594,1e-06,1e-05,1.382794342916827,0.5722591399188941
2,84.375,829587,1e-06,1e-05,2.457770873832188,0.5722591399188941
2,84.375,829587,1e-05,1e-05,4.2159901081418,0.5722591399188941
2,84.375,829587,1e-05,0.001,6.090530281955977,0.5722591399188941
2,84.375,829587,1e-17,0.001,202.24181755022641,0.5722591399188941
2,84.375,829587,1e-20,0.001,202.24181940898953,0.5722591399188941
2,84.375,1000000,1e-05,0.001,4.896622987550788,0.5722591399188941
2,84.375,1000000,1e-05,1e-07,7.7924305129438,0.5722591399188941
2,84.375,1000000,1e-05,1e-09,7.554839607283312,0.5722591399188941
2,84.375,730004,1e-05,1e-09,12.088352176054244,0.5722591399188941
2,84.375,571345,1e-05,1e-09,38.07034433432201,0.5722591399188941
2,84.375,766190,1e-05,1e-09,11.798700380480495,0.5722591399188941
2,84.375,766190,1e-05,1e-16,10.95394859641941,0.5722591399188941
2,84.375,766190,1e-05,1e-20,10.960366364796815,0.5722591399188941
2,84.375,905527,1e-05,1e-20,5.0174323773418275,0.5722591399188941
2,84.375,1000000,1e-05,1e-20,4.8276006878035,0.5722591399188941
2,84.375,1000000,1e-05,0.01,4.976231111003102,0.5722591399188941
2,84.375,1000000,1e-20,0.01,202.33630684926922,0.5722591399188941
2,84.375,1000000,1e-05,1e-08,4.848603318919471,0.5722591399188941
2,84.375,1000000,1e-12,1e-08,202.00639369486564,0.5722591399188941
2,84.375,1000000,0.01,1e-08,172.30492297684228,0.5722591399188941
2,84.375,726513,0.01,1e-08,172.30492297684228,0.5722591399188941
2,84.375,612693,0.01,1e-08,172.30492297684228,0.5722591399188941
2,84.375,962385,0.01,1e-08,172.30492297684228,0.5722591399188941
2,84.375,962385,0.01,1e-10,172.33108910229922,0.5722591399188941
2,84.375,884613,0.01,1e-10,172.33108910229922,0.5722591399188941
2,84.375,753237,0.01,1e-10,172.33108910229922,0.5722591399188941
2,84.375,753237,1e-09,1e-10,99.86195634408061,0.5722591399188941
2,84.375,753237,1e-09,1e-14,99.86195634508256,0.5722591399188941
2,84.375,753237,1e-09,1e-08,99.8619562448763,0.5722591399188941
2,84.375,753237,1e-14,1e-08,202.22575525094322,0.5722591399188941
2,84.375,753237,1e-09,1e-09,99.86195633506206,0.5722591399188941
2,84.375,753237,1e-10,1e-09,185.9272844988277,0.5722591399188941
2,84.375,753237,0.01,1e-09,172.20257202546063,0.5722591399188941
2,84.375,753237,0.01,1e-13,172.35534144928457,0.5722591399188941
2,84.375,844401,0.01,1e-13,172.35534144928457,0.5722591399188941
2,84.375,998309,0.01,1e-13,172.35534144928457,0.5722591399188941
2,84.375,998309,0.01,1e-12,172.14672664123157,0.5722591399188941
2,84.375,998309,1e-07,1e-12,8.411538603437752,0.5722591399188941
2,84.375,998309,1e-07,1e-06,8.40906482522155,0.5722591399188941
2,84.375,998309,1e-20,1e-06,202.22743482557357,0.5722591399188941
2,84.375,998309,1e-10,1e-06,180.7761784193681,0.5722591399188941
2,84.375,100000,1e-07,1e-06,4.529206908571074,0.5722591399188941
2,84.375,100000,1e-07,1e-12,4.540371589073859,0.5722591399188941
2,84.375,374247,1e-07,1e-12,6.721183805298482,0.5722591399188941
2,84.375,644153,1e-07,1e-12,10.509277588178639,0.5722591399188941
3,63.28125,765039,1e-07,1e-12,13.671619848681555,0.5722591399188941
3,63.28125,765039,1e-07,1e-09,13.631381120248143,0.5722591399188941
3,63.28125,765039,1e-06,1e-09,2.231745342958295,0.5722591399188941
3,63.28125,765039,1e-06,0.01,2.285689493550638,0.5722591399188941
3,63.28125,765039,1e-07,0.01,12.800275189659551,0.5722591399188941
3,63.28125,765039,1e-07,1e-05,13.646412460582333,0.5722591399188941
3,63.28125,745831,1e-07,1e-05,9.079164836183889,0.5722591399188941
3,63.28125,745831,1e-14,1e-05,202.22591545890572,0.5722591399188941
3,63.28125,745831,1e-07,1e-18,7.032144376209703,0.5722591399188941
3,63.28125,1000000,1e-07,1e-18,14.377940090773842,0.5722591399188941
3,63.28125,100000,1e-07,1e-18,4.540371588818386,0.5722591399188941
3,63.28125,100000,1e-07,1e-20,4.540371588818386,0.5722591399188941
3,63.28125,100000,1e-07,1e-20,4.540371588818386,0.5722591399188941
3,63.28125,100000,1e-19,1e-20,202.227420432465,0.5722591399188941
3,63.28125,100000,1e-07,1e-14,4.540371588731692,0.5722591399188941
3,63.28125,100000,1e-07,1e-17,4.540371588818386,0.5722591399188941
3,63.28125,807965,1e-07,1e-17,13.720873261948833,0.5722591399188941
3,63.28125,807965,1e-07,1e-18,13.720873261948833,0.5722591399188941
3,63.28125,807965,1e-07,1e-20,13.720873261948833,0.5722591399188941
3,63.28125,807965,1e-07,1e-19,13.720873261948833,0.5722591399188941
3,63.28125,807965,1e-07,1e-16,13.700404055860163,0.5722591399188941
3,63.28125,807965,1e-06,1e-16,0.8820963057943875,0.5722591399188941
3,63.28125,807965,0.01,1e-16,172.34045517753947,0.5722591399188941
3,63.28125,100000,1e-06,1e-16,2.587913860517684,0.5722591399188941
3,63.28125,100000,1e-06,1e-19,2.546867773537998,0.5722591399188941
3,63.28125,100000,1e-06,1e-13,2.4696871213371647,0.5722591399188941
3,63.28125,100000,1e-08,1e-13,69.65637760006985,0.5722591399188941
3,63.28125,100000,1e-08,1e-18,69.65637760006985,0.5722591399188941
3,63.28125,100000,1e-12,1e-13,202.2053121383713,0.5722591399188941
3,63.28125,100000,1e-08,1e-09,69.63111831645742,0.5722591399188941
3,63.28125,100000,1e-08,0.01,69.63111831645742,0.5722591399188941
3,63.28125,443712,1e-08,1e-09,15.021832399688494,0.5722591399188941
3,63.28125,478529,1e-08,1e-09,13.11765371019428,0.5722591399188941
3,63.28125,478529,1e-12,1e-09,202.12163714065545,0.5722591399188941
3,63.28125,478529,1e-09,1e-09,120.82901652648856,0.5722591399188941
3,63.28125,473631,1e-08,1e-09,13.370335331416014,0.5722591399188941
3,63.28125,473631,1e-08,1e-07,13.371797806182649,0.5722591399188941
3,63.28125,473631,1e-08,1e-05,13.375385038551341,0.5722591399188941
3,63.28125,638962,1e-08,1e-05,10.891946975362018,0.5722591399188941
3,63.28125,638962,1e-08,1e-11,10.808564680876268,0.5722591399188941
3,63.28125,559267,1e-08,1e-11,11.553789281821976,0.5722591399188941
3,63.28125,679846,1e-08,1e-11,9.947805945234768,0.5722591399188941
3,63.28125,679846,1e-08,1e-14,9.970575182147538,0.5722591399188941
3,63.28125,679846,1e-08,1e-18,9.96558083624543,0.5722591399188941
3,63.28125,679846,1e-20,1e-18,202.2274204273563,0.5722591399188941
3,63.28125,679846,1e-07,1e-18,12.00997212560914,0.5722591399188941
3,63.28125,804067,1e-07,1e-18,12.731931714685562,0.5722591399188941
3,63.28125,550476,1e-07,1e-18,7.722385450082011,0.5722591399188941
3,63.28125,853946,1e-07,1e-18,14.772362837897592,0.5722591399188941
3,63.28125,853946,1e-07,1e-19,14.772362837897592,0.5722591399188941
3,63.28125,853946,1e-07,1e-13,14.803344883284613,0.5722591399188941
3,63.28125,853946,1e-06,1e-13,1.413359092528335,0.5722591399188941
3,63.28125,853946,1e-09,1e-13,92.9588349000164,0.5722591399188941
3,63.28125,1000000,1e-06,1e-13,92.9588349000164,0.5722591399188941
3,63.28125,853946,1e-06,1e-08,1.4159712517319483,0.5722591399188941
3,63.28125,853946,1e-06,0.01,2.2757582183418137,0.5722591399188941
3,63.28125,100000,1e-06,0.01,2.3013138856110915,0.5722591399188941
3,63.28125,100000,1e-19,0.01,202.33630685415267,0.5722591399188941
3,63.28125,100000,0.01,0.01,174.21085474605562,0.5722591399188941
3,63.28125,447246,1e-06,0.01,1.3762101834932738,0.5722591399188941
3,63.28125,447246,1e-06,1e-09,0.9496383852036314,0.5722591399188941
3,63.28125,447246,1e-09,1e-09,124.50680885897954,0.5722591399188941
3,63.28125,447246,1e-13,1e-09,202.21753244599537,0.5722591399188941
3,63.28125,447246,1e-06,1e-05,0.9519029164423868,0.5722591399188941
3,63.28125,447246,1e-06,1e-09,0.9519029164423868,0.5722591399188941
3,63.28125,447246,1e-12,1e-05,202.12869561154693,0.5722591399188941
3,63.28125,447246,1e-09,1e-05,124.50680885897954,0.5722591399188941
3,63.28125,581297,1e-06,1e-05,1.3707403076727331,0.5722591399188941
3,63.28125,358404,1e-06,1e-05,1.4516850939057444,0.5722591399188941
3,63.28125,358404,1e-06,1e-20,1.4600842165405055,0.5722591399188941
3,63.28125,977951,1e-06,1e-20,0.7177298747483473,0.5722591399188941
3,63.28125,1000000,1e-06,1e-20,0.7177298747483473,0.5722591399188941
3,63.28125,100000,1e-06,1e-20,2.546867773537998,0.5722591399188941
3,63.28125,100000,1e-05,1e-20,2.546867773537998,0.5722591399188941
3,63.28125,100000,1e-20,1e-20,202.227420427202,0.5722591399188941
3,63.28125,264325,1e-06,1e-20,2.1721449950011014,0.5722591399188941
3,63.28125,264325,1e-05,1e-20,33.28540583678804,0.5722591399188941
3,63.28125,264325,0.001,1e-20,266.39614327687127,0.5722591399188941
3,63.28125,264325,1e-07,1e-20,5.712018496418771,0.5722591399188941
3,63.28125,592537,1e-07,1e-20,8.839713622545968,0.5722591399188941
3,63.28125,592537,1e-05,1e-20,36.122028564156814,0.5722591399188941
