Number of Temperature Reductions,Current Temperature,C,gamma,epsilon,Metric,Best Metric
0,100.0,541514,1e-17,1e-19,202.227419212211,199.10204214736987
0,100.0,519257,1e-17,1e-19,202.227419269666,199.10204214736987
0,100.0,338020,1e-17,1e-19,202.22741968933673,199.10204214736987
0,100.0,414342,1e-17,1e-19,202.22741950079865,199.10204214736987
0,100.0,414342,1e-17,1e-18,202.22741950079865,199.10204214736987
0,100.0,414342,1e-16,1e-18,202.22741126212745,199.10204214736987
0,100.0,414342,1e-16,0.01,202.3362976096619,199.10204214736987
0,100.0,414342,1e-15,0.01,202.33621449277084,199.10204214736987
0,100.0,134732,1e-15,0.01,202.3362768166443,199.10204214736987
0,100.0,134732,1e-15,1e-16,202.22739063678176,199.10204214736987
0,100.0,134732,1e-15,1e-09,202.22739065117975,199.10204214736987
0,100.0,801340,1e-15,1e-09,202.22724327200447,199.10204214736987
0,100.0,566138,1e-15,1e-09,202.22729527264863,199.10204214736987
0,100.0,229645,1e-15,1e-09,202.22736966656558,199.10204214736987
0,100.0,567783,1e-15,1e-09,202.22729491646857,199.10204214736987
0,100.0,306433,1e-15,1e-09,202.227352695938,199.10204214736987
0,100.0,306433,1e-15,1e-16,202.22735268154,199.10204214736987
0,100.0,400366,1e-15,1e-16,202.22733191468495,199.10204214736987
0,100.0,400366,1e-15,1e-11,202.227331914829,199.10204214736987
0,100.0,400366,1e-15,0.0001,202.22877172257864,199.10204214736987
0,100.0,703880,1e-15,0.0001,202.2287046202319,199.10204214736987
0,100.0,100000,1e-15,0.0001,202.2288381261025,199.10204214736987
0,100.0,100000,1e-14,0.0001,202.22863914569803,199.10204214736987
0,100.0,383024,1e-14,0.0001,202.22801341397,199.10204214736987
0,100.0,287785,1e-14,0.0001,202.22822397525758,199.10204214736987
0,100.0,287785,1e-12,0.0001,202.16523906710333,199.10204214736987
0,100.0,287785,1e-12,1e-09,202.1637994672179,199.10204214736987
0,100.0,287785,1e-12,1e-10,202.16379945426152,199.10204214736987
0,100.0,287785,1e-12,1e-07,202.16380089242622,199.10204214736987
0,100.0,287785,1e-13,1e-07,202.22105930111601,199.10204214736987
0,100.0,116123,1e-13,1e-07,202.22485452099184,199.10204214736987
0,100.0,116123,1e-08,1e-07,62.39994225016599,62.39994225016599
